econiso,auto,bond10yr,bond20yr,bond30yr,cabgdp1,cabgdp2,cpi,cpi1,cpi3,cpir,employ,employt1,employt2,fedfunds,gdp,gdpn1,gdpn2,gdpr1,gdpr2,house,ip1,ip3,ipgr,ippi,libor1m,libor2m,libor3m,ltgdr,m1,m2,mbroad1,mbroad3,note10yr,note2yr,note3yr,note5yr,note7yr,popt,ppi,prime,rawmat,rtlsales,stgdr,tbill12m,tbill3m,tbill6m,txcr,unemp,unemp1,unemp2,wpi1,wpi3,wpir,datadate
USA,670.85,,3.07,3.32,-2.1085,-2.0106,2.375,99.879,100.2094,1.6155,139076.0,146.3187,146.569,0.08,17064.616,17550.6878,17743.227,16932.0518,17064.616,1.085,101.4448,101.977,2.9844,,0.1544,0.1956,0.2342,2.5324,2841.2,11391.8,11616.5333,11407.3,2.58,0.53,1.02,1.76,2.24,319.3267,201.5,3.25,,388.261,0.0264,0.11,0.03,0.05,15.8823,6.2,6.158,6.081,107.8043,108.3212,0.9371,2014-07-31
USA,752.421,,2.83,3.09,-2.1085,-2.0106,2.3746,99.879,100.1934,1.6155,139258.0,146.3187,146.569,0.07,17064.616,17550.6878,17743.227,16932.0518,17064.616,0.984,101.4448,101.7861,2.9844,,0.156,0.1953,0.2348,2.4108,2790.2,11422.7,11616.5333,11435.0,2.35,0.48,0.94,1.63,2.05,319.3267,201.4,3.25,,391.217,0.0329,0.09,0.03,0.05,15.8823,6.1,6.158,6.081,107.8043,108.0884,0.9371,2014-08-31
USA,565.542,,2.98,3.21,-2.1085,-2.0106,2.3748,99.879,100.2005,1.6155,139563.0,146.3187,146.569,0.07,17064.616,17550.6878,17743.227,16932.0518,17064.616,1.023,101.4448,102.0982,2.9844,,0.1541,0.197,0.234,2.5193,2834.6,11470.6,11616.5333,11466.4,2.52,0.58,1.07,1.78,2.22,319.3267,200.8,3.25,,389.68,0.02,0.11,0.02,0.03,15.8823,5.9,6.158,6.081,107.8043,107.8693,0.9371,2014-09-30
USA,580.947,,2.81,3.07,-2.1085,-2.303,2.3743,99.879,100.1807,1.6155,139805.0,146.3187,147.482,0.07,17141.235,17550.6878,17852.54,16932.0518,17141.235,1.074,101.4448,102.1039,2.9844,,0.1535,0.1974,0.2314,2.2881,2865.0,11538.6,11616.5333,11511.4,2.35,0.5,0.95,1.62,2.05,319.3267,200.2,3.25,,390.597,0.0168,0.1,0.01,0.05,15.8823,5.7,6.158,5.7107,107.8043,106.9545,0.9371,2014-10-31
USA,579.143,,2.62,2.89,-2.1085,-2.303,2.3698,99.879,99.9921,1.6155,140089.0,146.3187,147.482,0.08,17141.235,17550.6878,17852.54,16932.0518,17141.235,1.001,101.4448,102.7298,2.9844,,0.1548,0.2025,0.2329,2.3159,2861.1,11615.0,11616.5333,11567.2,2.18,0.47,0.88,1.49,1.89,319.3267,199.5,3.25,,391.592,0.0217,0.12,0.02,0.07,15.8823,5.8,6.158,5.7107,107.8043,106.1312,0.9371,2014-11-30
USA,658.309,,2.47,2.75,-2.1085,-2.303,2.3625,99.879,99.6837,1.6155,140366.0,146.3187,147.482,0.06,17141.235,17550.6878,17852.54,16932.0518,17141.235,1.073,101.4448,102.7202,2.9844,,0.1635,0.2074,0.2457,2.204,2992.0,11760.0,11616.5333,11647.8,2.17,0.67,1.1,1.65,1.97,319.3267,196.8,3.25,,388.223,0.0291,0.22,0.04,0.12,15.8823,5.6,6.158,5.7107,107.8043,104.5257,0.9371,2014-12-31
USA,515.416,,2.04,2.25,-2.2435,-2.2098,2.3475,100.0,99.0486,0.1211,140562.0,148.8447,148.106,0.06,17280.647,18206.0235,17991.348,17390.2953,17280.647,1.085,100.0,101.9329,-1.4242,,0.1682,0.2136,0.2544,1.8808,2941.1,11759.0,12275.6,11713.5,1.68,0.47,0.77,1.18,1.49,321.8023,193.3,3.25,,385.558,0.0275,0.16,0.02,0.07,15.9651,5.7,5.2778,5.528,100.0,101.6105,-7.2393,2015-01-31
USA,558.177,,2.38,2.6,-2.2435,-2.2098,2.3534,100.0,99.2997,0.1211,140829.0,148.8447,148.106,0.06,17280.647,18206.0235,17991.348,17390.2953,17280.647,0.886,100.0,101.2957,-1.4242,,0.1721,0.2122,0.2584,1.9744,2979.6,11847.1,12275.6,11831.2,2.0,0.63,1.01,1.5,1.82,321.8023,193.5,3.25,,385.104,0.0179,0.19,0.02,0.07,15.9651,5.5,5.2778,5.528,100.0,100.9111,-7.2393,2015-02-28
USA,717.516,,2.31,2.54,-2.2435,-2.2098,2.3598,100.0,99.5672,0.1211,140924.0,148.8447,148.106,0.06,17280.647,18206.0235,17991.348,17390.2953,17280.647,0.96,100.0,100.9509,-1.4242,,0.1756,0.2196,0.2683,2.0377,3023.9,11956.7,12275.6,11853.1,1.94,0.56,0.89,1.37,1.71,321.8023,194.2,3.25,,391.056,0.0277,0.26,0.03,0.14,15.9651,5.4,5.2778,5.528,100.0,101.0136,-7.2393,2015-03-31
USA,646.404,,2.49,2.75,-2.2435,-2.187,2.3622,100.0,99.671,0.1211,141202.0,148.8447,148.7147,0.08,17380.875,18206.0235,18193.707,17390.2953,17380.875,1.19,100.0,100.3766,-1.4242,,0.1807,0.2283,0.2758,1.9229,3035.4,12004.7,12275.6,11898.2,2.05,0.58,0.91,1.43,1.79,321.8023,192.9,3.25,,391.375,0.0232,0.23,0.01,0.06,15.9651,5.4,5.2778,5.4325,100.0,100.1617,-7.2393,2015-04-30
USA,748.03,,2.63,2.88,-2.2435,-2.187,2.37,100.0,99.9997,0.1211,141540.0,148.8447,148.7147,0.08,17380.875,18206.0235,18193.707,17390.2953,17380.875,1.079,100.0,99.9057,-1.4242,,0.1842,0.2298,0.2798,2.1931,2975.9,11907.9,12275.6,11932.8,2.12,0.61,0.94,1.49,1.86,321.8023,195.1,3.25,,394.332,0.0165,0.25,0.01,0.06,15.9651,5.6,5.2778,5.4325,100.0,101.0426,-7.2393,2015-05-31
USA,661.216,,2.83,3.11,-2.2435,-2.187,2.3766,100.0,100.2765,0.1211,141695.0,148.8447,148.7147,0.08,17380.875,18206.0235,18193.707,17390.2953,17380.875,1.205,100.0,99.6075,-1.4242,,0.1859,0.2347,0.2827,2.358,3020.7,11962.5,12275.6,11977.4,2.35,0.64,1.01,1.63,2.07,321.8023,196.2,3.25,,394.859,0.015,0.27,0.01,0.11,15.9651,5.3,5.2778,5.4325,100.0,101.38,-7.2393,2015-06-30
USA,647.893,,2.61,2.92,-2.2435,-2.4019,2.3803,100.0,100.4355,0.1211,141989.0,148.8447,148.9457,0.08,17437.08,18206.0235,18306.96,17390.2953,17437.08,1.146,100.0,100.2591,-1.4242,,0.1882,0.2394,0.2907,2.3183,3038.4,12012.9,12275.6,12031.1,2.2,0.67,1.0,1.54,1.93,321.8023,196.0,3.25,,398.128,0.0323,0.31,0.08,0.14,15.9651,5.2,5.2778,5.1104,100.0,100.95,-7.2393,2015-07-31
USA,670.828,,2.64,2.95,-2.2435,-2.4019,2.3803,100.0,100.4351,0.1211,142130.0,148.8447,148.9457,0.08,17437.08,18206.0235,18306.96,17390.2953,17437.08,1.13,100.0,100.0313,-1.4242,,0.1968,0.261,0.3212,2.1622,3022.3,12070.4,12275.6,12082.0,2.21,0.74,1.07,1.54,1.94,321.8023,195.3,3.25,,397.71,0.0719,0.37,0.08,0.27,15.9651,5.1,5.2778,5.1104,100.0,100.2325,-7.2393,2015-08-31
USA,598.981,,2.51,2.87,-2.2435,-2.4019,2.375,100.0,100.2094,0.1211,142265.0,148.8447,148.9457,0.07,17437.08,18206.0235,18306.96,17390.2953,17437.08,1.224,100.0,99.7613,-1.4242,,0.2011,0.2659,0.3311,2.1647,3016.3,12138.2,12275.6,12135.0,2.06,0.64,0.92,1.37,1.75,321.8023,192.9,3.25,,396.112,0.0243,0.31,-0.01,0.08,15.9651,5.0,5.2778,5.1104,100.0,98.89,-7.2393,2015-09-30
USA,599.661,,2.57,2.93,-2.2435,-2.1745,2.3773,100.0,100.3085,0.1211,142585.0,148.8447,149.6123,0.07,17462.579,18206.0235,18332.079,17390.2953,17462.579,1.058,100.0,99.3082,-1.4242,,0.1945,0.2515,0.3214,2.0576,3011.9,12171.5,12275.6,12148.3,2.16,0.75,1.05,1.52,1.88,321.8023,192.4,3.25,,394.425,0.0167,0.32,0.08,0.22,15.9651,5.0,5.2778,5.0412,100.0,98.5535,-7.2393,2015-10-31
USA,529.883,,2.63,2.98,-2.2435,-2.1745,2.3802,100.0,100.4284,0.1211,142810.0,148.8447,149.6123,0.08,17462.579,18206.0235,18332.079,17390.2953,17462.579,1.172,100.0,98.5454,-1.4242,,0.2084,0.2867,0.371,2.2621,3056.2,12297.9,12275.6,12250.9,2.21,0.94,1.24,1.65,1.99,321.8023,192.6,3.25,,396.141,0.1263,0.48,0.22,0.42,15.9651,5.1,5.2778,5.0412,100.0,98.0048,-7.2393,2015-11-30
USA,634.521,,2.67,3.01,-2.2435,-2.1745,2.3776,100.0,100.3204,0.1211,143083.0,148.8447,149.6123,0.2,17462.579,18206.0235,18332.079,17390.2953,17462.579,1.146,100.0,98.0253,-1.4242,,0.3584,0.4442,0.5393,2.2367,3141.1,12427.3,12275.6,12311.2,2.27,1.06,1.31,1.76,2.09,321.8023,191.3,3.3696,,397.244,0.2286,0.61,0.16,0.48,15.9651,5.0,5.2778,5.0412,100.0,97.2497,-7.2393,2015-12-31
USA,473.12,,2.36,2.75,-2.1194,-2.2581,2.3765,101.2674,100.2744,1.2674,143198.0,151.4364,150.9367,0.29,17565.465,18695.1058,18425.306,17680.2738,17565.465,1.092,97.8264,98.572,-2.1736,,0.4256,0.5164,0.6192,2.082,3094.0,12478.4,13163.8333,12441.5,1.94,0.76,0.97,1.33,1.67,324.2803,190.8,3.5,,394.576,0.2574,0.44,0.32,0.42,15.2928,4.8,4.8692,4.8916,97.3499,96.5809,-2.6501,2016-01-31
USA,555.913,,2.19,2.61,-2.1194,-2.2581,2.3734,101.2674,100.141,1.2674,143410.0,151.4364,150.9367,0.29,17565.465,18695.1058,18425.306,17680.2738,17565.465,1.225,97.8264,98.0624,-2.1736,,0.4313,0.5186,0.6227,1.7707,3096.6,12517.1,13163.8333,12509.8,1.74,0.78,0.91,1.22,1.52,324.2803,189.4,3.5,,398.149,0.3145,0.6,0.33,0.49,15.2928,4.9,4.8692,4.8916,97.3499,95.7405,-2.6501,2016-02-29
USA,666.922,,2.2,2.61,-2.1194,-2.2581,2.3808,101.2674,100.455,1.2674,143666.0,151.4364,150.9367,0.25,17565.465,18695.1058,18425.306,17680.2738,17565.465,1.111,97.8264,97.3126,-2.1736,,0.4363,0.5204,0.6317,1.8843,3179.8,12684.8,13163.8333,12582.7,1.78,0.73,0.87,1.21,1.54,324.2803,189.8,3.5,,396.959,0.2973,0.58,0.21,0.38,15.2928,5.0,4.8692,4.8916,97.3499,96.1204,-2.6501,2016-03-31
USA,609.499,,2.26,2.66,-2.1194,-2.1595,2.3899,101.2674,100.8398,1.2674,143856.0,151.4364,151.143,0.3,17618.581,18695.1058,18611.617,17680.2738,17618.581,1.163,97.8264,97.608,-2.1736,,0.4374,0.5229,0.6328,1.7973,3234.5,12778.6,13163.8333,12668.3,1.83,0.77,0.92,1.28,1.6,324.2803,190.4,3.5,,398.099,0.2281,0.55,0.22,0.39,15.2928,5.1,4.8692,4.92,97.3499,96.2105,-2.6501,2016-04-30
USA,626.247,,2.23,2.64,-2.1194,-2.1595,2.3956,101.2674,101.0782,1.2674,143901.0,151.4364,151.143,0.29,17618.581,18695.1058,18611.617,17680.2738,17618.581,1.148,97.8264,97.3831,-2.1736,,0.4426,0.5338,0.6457,1.8032,3234.8,12708.4,13163.8333,12742.2,1.84,0.87,1.03,1.37,1.66,324.2803,191.1,3.5,,399.909,0.2767,0.66,0.34,0.48,15.2928,4.8,4.8692,4.92,97.3499,96.8166,-2.6501,2016-05-31
USA,605.425,,1.86,2.3,-2.1194,-2.1595,2.4022,101.2674,101.3587,1.2674,144152.0,151.4364,151.143,0.3,17618.581,18695.1058,18611.617,17680.2738,17618.581,1.203,97.8264,97.8462,-2.1736,,0.4527,0.5394,0.6516,1.6399,3247.0,12789.0,13163.8333,12811.3,1.49,0.58,0.71,1.01,1.29,324.2803,192.4,3.5,,404.677,0.2727,0.44,0.26,0.35,15.2928,4.9,4.8692,4.92,97.3499,97.6027,-2.6501,2016-06-30
USA,591.549,,1.78,2.18,-2.1194,-2.1211,2.401,101.2674,101.3077,1.2674,144515.0,151.4364,151.698,0.3,17724.489,18695.1058,18775.459,17680.2738,17724.489,1.239,97.8264,98.0053,-2.1736,,0.4829,0.5735,0.6963,1.4938,3244.7,12850.1,13163.8333,12872.3,1.46,0.67,0.76,1.03,1.29,324.2803,192.4,3.5,,403.648,0.301,0.49,0.27,0.37,15.2928,4.8,4.8692,4.8856,97.3499,97.7685,-2.6501,2016-07-31
USA,580.788,,1.9,2.23,-2.1194,-2.1211,2.4055,101.2674,101.495,1.2674,144664.0,151.4364,151.698,0.3,17724.489,18695.1058,18775.459,17680.2738,17724.489,1.171,97.8264,97.8993,-2.1736,,0.5128,0.6359,0.8112,1.5542,3319.0,12946.7,13163.8333,12955.2,1.58,0.8,0.92,1.19,1.45,324.2803,191.8,3.5,,403.861,0.2996,0.59,0.33,0.46,15.2928,4.9,4.8692,4.8856,97.3499,97.5534,-2.6501,2016-08-31
USA,556.261,,1.99,2.32,-2.1194,-2.1211,2.4118,101.2674,101.7613,1.2674,144961.0,151.4364,151.698,0.29,17724.489,18695.1058,18775.459,17680.2738,17724.489,1.068,97.8264,97.7987,-2.1736,,0.527,0.6625,0.8497,1.6245,3296.4,13016.2,13163.8333,13014.2,1.6,0.77,0.88,1.14,1.42,324.2803,192.6,3.5,,406.384,0.2943,0.57,0.28,0.44,15.2928,5.0,4.8692,4.8856,97.3499,97.8834,-2.6501,2016-09-30
USA,507.24,,2.25,2.58,-2.1194,-1.9435,2.4174,101.2674,101.9997,1.2674,145069.0,151.4364,151.968,0.31,17812.56,18695.1058,18968.041,17680.2738,17812.56,1.313,97.8264,97.8819,-2.1736,,0.5308,0.661,0.8787,1.7545,3327.7,13079.4,13163.8333,13067.9,1.84,0.86,1.0,1.31,1.62,324.2803,193.7,3.5,,407.253,0.3315,0.64,0.34,0.51,15.2928,4.9,4.8692,4.7798,97.3499,98.1533,-2.6501,2016-10-31
USA,509.053,,2.73,3.02,-2.1194,-1.9435,2.4203,101.2674,102.1199,1.2674,145189.0,151.4364,151.968,0.31,17812.56,18695.1058,18968.041,17680.2738,17812.56,1.14,97.8264,97.4732,-2.1736,,0.5631,0.7006,0.9085,2.1484,3328.5,13191.8,13163.8333,13144.8,2.37,1.11,1.4,1.83,2.18,324.2803,193.3,3.5,,405.872,0.4525,0.77,0.48,0.61,15.2928,4.7,4.8692,4.7798,97.3499,98.2053,-2.6501,2016-11-30
USA,601.329,,2.79,3.06,-2.1194,-1.9435,2.4264,101.2674,102.3777,1.2674,145408.0,151.4364,151.968,0.55,17812.56,18695.1058,18968.041,17680.2738,17812.56,1.252,97.8264,98.074,-2.1736,,0.7164,0.7883,0.9773,2.4906,3384.0,13299.9,13163.8333,13180.9,2.45,1.2,1.47,1.93,2.25,324.2803,195.0,3.6364,,413.211,0.5119,0.81,0.5,0.61,15.2928,4.7,4.8692,4.7798,97.3499,99.5638,-2.6501,2016-12-31
USA,412.899,,2.78,3.05,-1.8535,-1.7829,2.4362,103.4258,102.7916,2.1314,145639.0,153.3346,152.5657,0.56,17896.623,19477.3365,19148.194,18076.6515,17889.094,1.19,99.1585,97.904,1.3617,,0.7714,0.8375,1.0244,2.4245,3388.6,13281.6,13811.2667,13260.5,2.45,1.19,1.46,1.9,2.24,326.5236,196.6,3.75,,416.024,0.519,0.82,0.52,0.63,11.6757,4.7,4.3568,4.5701,101.6452,100.771,4.4122,2017-01-31
USA,484.258,,2.7,2.97,-1.8535,-1.7829,2.4401,103.4258,102.9554,2.1314,145845.0,153.3346,152.5657,0.57,17896.623,19477.3365,19148.194,18076.6515,17889.094,1.271,99.1585,97.5896,1.3617,,0.7767,0.848,1.0446,2.4168,3358.0,13305.6,13811.2667,13299.3,2.36,1.22,1.49,1.89,2.19,326.5236,197.2,3.75,,416.011,0.5263,0.86,0.53,0.68,11.6757,4.6,4.3568,4.5701,101.6452,101.0654,4.4122,2017-02-28
USA,590.597,,2.76,3.02,-1.8535,-1.7829,2.4389,103.4258,102.9073,2.1314,145975.0,153.3346,152.5657,0.82,17896.623,19477.3365,19148.194,18076.6515,17889.094,1.19,99.1585,98.2389,1.3617,,0.9286,0.9827,1.1347,2.4776,3477.3,13491.7,13811.2667,13380.5,2.4,1.27,1.5,1.93,2.22,326.5236,197.1,3.8804,,414.942,0.7478,1.01,0.75,0.89,11.6757,4.4,4.3568,4.5701,101.6452,101.0429,4.4122,2017-03-31
USA,538.511,,2.67,2.96,-1.8535,-2.1552,2.4419,103.4258,103.0343,2.1314,146172.0,153.3346,153.214,0.83,17996.802,19477.3365,19304.506,18076.6515,17979.218,1.146,99.1585,99.2125,1.3617,,0.9909,1.0339,1.159,2.2854,3489.1,13565.0,13811.2667,13383.6455,2.29,1.28,1.45,1.81,2.1,326.5236,198.1,4.0,,416.702,0.8084,1.05,0.79,0.97,11.6757,4.4,4.3568,4.3618,101.6452,101.45,4.4122,2017-04-30
USA,562.657,,2.6,2.87,-1.8535,-2.1552,2.44,103.4258,102.9545,2.1314,146389.0,153.3346,153.214,0.83,17996.802,19477.3365,19304.506,18076.6515,17979.218,1.157,99.1585,99.2963,1.3617,,1.0122,1.0844,1.186,2.2969,3517.1,13474.1,13811.2667,13451.7728,2.21,1.28,1.44,1.75,2.02,326.5236,196.1,4.0,,414.274,0.9032,1.14,0.96,1.06,11.6757,4.4,4.3568,4.3618,101.6452,100.8005,4.4122,2017-05-31
USA,521.943,,2.61,2.84,-1.8535,-2.1552,2.4416,103.4258,103.0216,2.1314,146588.0,153.3346,153.214,1.06,17996.802,19477.3365,19304.506,18076.6515,17979.218,1.249,99.1585,99.4706,1.3617,,1.1714,1.2102,1.2624,2.185,3527.7,13522.1,13811.2667,13507.31,2.31,1.38,1.55,1.89,2.14,326.5236,196.2,4.1364,,416.36,0.9991,1.21,1.01,1.12,11.6757,4.3,4.3568,4.3618,101.6452,100.7576,4.4122,2017-06-30
USA,501.895,,2.66,2.89,-1.8535,-1.6869,2.4424,103.4258,103.0554,2.1314,146772.0,153.3346,153.786,1.07,18126.226,19477.3365,19561.896,18076.6515,18127.994,1.206,99.1585,99.2991,1.3617,,1.228,1.2567,1.3075,2.3137,3548.2,13584.4,13811.2667,13542.8361,2.3,1.34,1.51,1.84,2.11,326.5236,196.3,4.25,,416.487,1.0865,1.2,1.05,1.11,11.6757,4.3,4.3568,4.3199,101.6452,100.8727,4.4122,2017-07-31
USA,523.43,,2.47,2.73,-1.8535,-1.6869,2.4518,103.4258,103.452,2.1314,146907.0,153.3346,153.786,1.07,18126.226,19477.3365,19561.896,18076.6515,18127.994,1.159,99.1585,98.8489,1.3617,,1.2319,1.2645,1.3143,2.2058,3588.6,13653.7,13811.2667,13562.6004,2.12,1.33,1.44,1.7,1.95,326.5236,197.4,4.25,,417.014,1.0322,1.2,0.99,1.06,11.6757,4.4,4.3568,4.3199,101.6452,101.4618,4.4122,2017-08-31
USA,535.491,,2.63,2.86,-1.8535,-1.6869,2.4644,103.4258,103.9802,2.1314,146999.0,153.3346,153.786,1.06,18126.226,19477.3365,19561.896,18076.6515,18127.994,1.181,99.1585,98.9432,1.3617,,1.2349,1.2722,1.3233,2.1983,3542.2,13705.5,13811.2667,13573.77,2.33,1.47,1.62,1.92,2.16,326.5236,199.0,4.25,,426.455,1.0465,1.27,1.04,1.18,11.6757,4.3,4.3568,4.3199,101.6452,102.1451,4.4122,2017-09-30
USA,459.159,,2.66,2.88,-1.8535,-1.7927,2.4663,103.4258,104.0608,2.1314,147147.0,153.3346,153.7727,1.07,18296.685,19477.3365,19894.75,18076.6515,18310.3,1.257,99.1585,100.1898,1.3617,,1.2385,1.2876,1.3608,2.3556,3601.6,13750.7,13811.2667,13582.394,2.38,1.6,1.73,2.01,2.23,326.5236,199.6,4.25,,426.656,1.0933,1.39,1.13,1.26,11.6757,4.2,4.3568,4.1762,101.6452,102.4785,4.4122,2017-10-31
USA,462.019,,2.65,2.83,-1.8535,-1.7927,2.4728,103.4258,104.3385,2.1314,147377.0,153.3346,153.7727,1.07,18296.685,19477.3365,19894.75,18076.6515,18310.3,1.273,99.1585,100.3741,1.3617,,1.2879,1.3758,1.4342,2.3471,3603.3,13819.9,13811.2667,13590.0505,2.42,1.78,1.9,2.14,2.31,326.5236,201.3,4.25,,430.967,1.2505,1.57,1.25,1.41,11.6757,4.2,4.3568,4.1762,101.6452,103.1955,4.4122,2017-11-30
USA,496.344,,2.58,2.74,-1.8535,-1.7927,2.4781,103.4258,104.5583,2.1314,147521.0,153.3346,153.7727,1.33,18296.685,19477.3365,19894.75,18076.6515,18310.3,1.177,99.1585,100.5346,1.3617,,1.4925,1.5354,1.6098,2.4048,3652.7,13945.0,13811.2667,13597.2,2.4,1.89,1.98,2.2,2.33,326.5236,201.8,4.3929,,434.129,1.3415,1.7,1.37,1.5,11.6757,4.1,4.3568,4.1762,101.6452,103.7021,4.4122,2017-12-31
USA,366.359,,2.83,2.95,-2.1422,-1.9374,2.4886,105.9484,105.003,2.439,147670.0,155.763,154.9453,1.34,18436.262,20533.0575,20155.486,18609.0783,18437.127,1.301,102.3126,100.4921,3.1809,,1.5612,1.6355,1.7322,2.5723,3651.9,13863.1,14276.3,13604.2465,2.72,2.14,2.29,2.52,2.66,328.5003,202.2,4.5,,431.785,1.4324,1.85,1.44,1.63,10.8611,4.0,3.8964,4.0345,106.0655,104.4914,4.3487,2018-01-31
USA,422.315,,3.02,3.13,-2.1422,-1.9374,2.4953,105.9484,105.2857,2.439,148058.0,155.763,154.9453,1.35,18436.262,20533.0575,20155.486,18609.0783,18437.127,1.279,102.3126,100.8509,3.1809,,1.6018,1.7227,1.8747,2.8553,3566.1,13849.1,14276.3,13611.369,2.87,2.25,2.42,2.65,2.8,328.5003,202.8,4.5,,434.631,1.5879,2.01,1.63,1.82,10.8611,4.1,3.8964,4.0345,106.0655,104.9587,4.3487,2018-02-28
USA,537.583,,2.85,2.97,-2.1422,-1.9374,2.4958,105.9484,105.306,2.439,148281.0,155.763,154.9453,1.67,18436.262,20533.0575,20155.486,18609.0783,18437.127,1.324,102.3126,101.4178,3.1809,,1.8029,1.9221,2.1796,2.8343,3688.4,14031.0,14276.3,13618.69,2.74,2.27,2.39,2.56,2.68,328.5003,202.8,4.5795,,433.239,1.7267,2.03,1.7,1.88,10.8611,4.0,3.8964,4.0345,106.0655,105.0075,4.3487,2018-03-31
USA,429.068,,3.01,3.11,-2.1422,-1.8435,2.5023,105.9484,105.5802,2.439,148426.0,155.763,155.5753,1.69,18590.004,20533.0575,20470.197,18609.0783,18565.697,1.286,102.3126,102.5636,3.1809,,1.8961,2.0409,2.3476,2.8659,3698.1,14069.5,14276.3,13626.3955,2.95,2.49,2.62,2.79,2.91,328.5003,202.8,4.75,,435.061,1.7881,2.17,1.84,1.99,10.8611,4.0,3.8964,3.932,106.0655,105.3524,4.3487,2018-04-30
USA,513.695,,2.91,3.0,-2.1422,-1.8435,2.5079,105.9484,105.8186,2.439,148755.0,155.763,155.5753,1.7,18590.004,20533.0575,20470.197,18609.0783,18565.697,1.358,102.3126,101.6111,3.1809,,1.9468,2.0937,2.3363,2.9756,3655.7,13980.4,14276.3,13634.9247,2.83,2.4,2.54,2.68,2.78,328.5003,203.8,4.75,,439.759,1.8995,2.16,1.89,2.03,10.8611,3.8,3.8964,3.932,106.0655,106.2862,4.3487,2018-05-31
USA,483.503,,2.91,2.98,-2.1422,-1.8435,2.5102,105.9484,105.914,2.439,148966.0,155.763,155.5753,1.91,18590.004,20533.0575,20470.197,18609.0783,18565.697,1.199,102.3126,102.3819,3.1809,,2.0684,2.1503,2.3303,2.9109,3656.6,14074.7,14276.3,13644.78,2.85,2.52,2.63,2.73,2.81,328.5003,204.0,4.8929,,437.527,1.9352,2.25,1.89,2.06,10.8611,4.0,3.8964,3.932,106.0655,106.3503,4.3487,2018-06-30
USA,417.24,,3.03,3.08,-2.1422,-2.296,2.5121,105.9484,105.9967,2.439,149022.0,155.763,155.8883,1.91,18679.599,20533.0575,20687.278,18609.0783,18699.748,1.199,102.3126,102.5882,3.1809,,2.079,2.1733,2.3391,2.8851,3680.7,14109.6,14276.3,13656.1844,2.96,2.67,2.77,2.85,2.92,328.5003,204.4,5.0,,440.422,1.9948,2.35,1.99,2.16,10.8611,3.8,3.8964,3.7901,106.0655,106.6147,4.3487,2018-07-31
USA,441.344,,2.95,3.02,-2.1422,-2.296,2.5166,105.9484,106.1861,2.439,149272.0,155.763,155.8883,1.91,18679.599,20533.0575,20687.278,18609.0783,18699.748,1.289,102.3126,103.3035,3.1809,,2.0741,2.1899,2.3233,2.8865,3690.9,14164.9,14276.3,13668.2427,2.86,2.62,2.7,2.74,2.81,328.5003,204.6,5.0,,439.876,2.0726,2.38,2.07,2.22,10.8611,3.8,3.8964,3.7901,106.0655,106.6164,4.3487,2018-08-31
USA,430.323,,3.13,3.19,-2.1422,-2.296,2.5218,105.9484,106.4051,2.439,149361.0,155.763,155.8883,2.18,18679.599,20533.0575,20687.278,18609.0783,18699.748,1.247,102.3126,103.2899,3.1809,,2.1755,2.2438,2.3494,2.9945,3675.7,14199.5,14276.3,13679.78,3.05,2.81,2.88,2.94,3.01,328.5003,205.3,5.025,,439.346,2.1653,2.49,2.15,2.3,10.8611,3.7,3.8964,3.7901,106.0655,106.899,4.3487,2018-09-30
USA,420.421,,3.3,3.39,-2.1422,-2.4812,2.5277,105.9484,106.6541,2.439,149526.0,155.763,156.643,2.2,18721.281,20533.0575,20819.269,18609.0783,18733.741,1.22,102.3126,103.172,3.1809,,2.2857,2.3461,2.4606,3.1534,3722.2,14201.4,14276.3,13689.8924,3.15,2.87,2.93,2.98,3.07,328.5003,206.9,5.25,,444.148,2.2932,2.59,2.29,2.43,10.8611,3.8,3.8964,3.83,106.0655,107.5861,4.3487,2018-10-31
USA,401.287,,3.19,3.3,-2.1422,-2.4812,2.5259,105.9484,106.579,2.439,149622.0,155.763,156.643,2.2,18721.281,20533.0575,20819.269,18609.0783,18733.741,1.177,102.3126,103.0854,3.1809,,2.3193,2.4624,2.6492,3.113,3680.0,14255.1,14276.3,13698.7591,3.01,2.8,2.83,2.84,2.92,328.5003,205.2,5.25,,445.807,2.374,2.6,2.32,2.46,10.8611,3.8,3.8964,3.83,106.0655,106.527,4.3487,2018-11-30
USA,447.139,,2.87,3.02,-2.1422,-2.4812,2.5277,105.9484,106.652,2.439,149805.0,155.763,156.643,2.4,18721.281,20533.0575,20819.269,18609.0783,18733.741,1.089,102.3126,102.9949,3.1809,,2.4582,2.5827,2.7902,2.832,3800.7,14448.8,14276.3,13706.83,2.69,2.48,2.46,2.51,2.59,328.5003,204.4,5.3452,,436.884,2.4121,2.54,2.4,2.5,10.8611,3.9,3.8964,3.83,106.0655,106.0957,4.3487,2018-12-31
USA,353.647,,2.83,2.99,-2.0858,-2.2331,2.5272,107.8691,106.6313,1.8129,150114.0,157.5343,156.7307,2.4,18833.195,21380.976,21013.085,19036.0523,18835.411,1.232,101.6261,102.3994,-0.671,,2.5095,2.6352,2.7756,2.7084,3748.5,14423.8,15237.7333,13714.4544,2.63,2.45,2.43,2.43,2.51,330.3108,202.9,5.5,,439.793,2.4238,2.47,2.36,2.4,11.0526,4.0,3.669,3.8321,104.9581,105.1292,-1.044,2019-01-31
